"Moving Violations",,
"41st Precinct",,
" January ",,
041sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",4,4
"Brake Lights (Defect.or Improper)",7,7
"Bus Lane, Driving in",0,0
"Cell Phone",14,14
"Commercial Veh on Pkwy",0,0
"Defective Brakes",0,0
"Disobey Steady Red Signal",53,53
"Disobey Traffic Control Device",279,279
"Equipment (Other)",1,1
"Fail to Keep Right",0,0
"Fail to Signal",3,3
"Following Too Closely",0,0
"Headlights (Defect. or Improper)",16,16
"Improper Lights",0,0
"Improper Passing",6,6
"Improper Turn",80,80
"Improper/Missing Plates",3,3
"Not Giving R of W to Pedes.",44,44
"Not Giving R of W to Veh.",1,1
"OBSTRUCTED PLATE",2,2
"One Way Street",1,1
"Pavement Markings",2,2
"Safety Belt",32,32
"School Bus, Passing Stopped",3,3
Speeding,170,170
Spillback,2,2
"Tinted Windows",117,117
"Truck Routes",3,3
U-Turn,3,3
Uninspected,1,1
Uninsured,30,30
"Unlicensed Operator",45,45
Unregistered,19,19
"Unsafe Lane Change",1,1
"Other Movers",20,20
"041TOTAL Movers ",962,962
,,
"* All figures are preliminary and subject to change.",,
