"Moving Violations",,
"73rd Precinct",,
"  August ",,
073sum,,
"Offense Description","MTD 2017","YTD 2017"
"Backing Unsafely",1,14
"Brake Lights (Defect.or Improper)",2,58
"Bus Lane, Driving in",0,0
"Cell Phone",78,493
"Commercial Veh on Pkwy",1,17
"Defective Brakes",0,0
"Disobey Steady Red Signal",116,995
"Disobey Traffic Control Device",260,2274
"Equipment (Other)",5,81
"Fail to Keep Right",0,0
"Fail to Signal",26,270
"Following Too Closely",0,2
"Headlights (Defect. or Improper)",6,118
"Improper Lights",0,7
"Improper Passing",2,20
"Improper Turn",103,953
"Improper/Missing Plates",5,78
"Lamps and Other Equipment on Bicycle",0,1
"Not Giving R of W to Pedes.",69,398
"Not Giving R of W to Veh.",2,29
"OBSTRUCTED PLATE",4,10
"One Way Street",0,0
"Pavement Markings",0,1
"Safety Belt",63,622
"School Bus, Passing Stopped",0,18
Speeding,33,329
Spillback,0,4
"Tinted Windows",73,1330
"Truck Routes",0,1
U-Turn,0,6
Uninspected,3,37
Uninsured,13,289
"Unlicensed Operator",55,597
Unregistered,12,136
"Unsafe Lane Change",2,7
"Other Movers",155,1160
"073TOTAL Movers ",1089,10355
,,
"* All figures are preliminary and subject to change.",,
